name,method,seed,Significance,Coverage (expected 90.0%),Avg. Length,Coverage (expected 91.0%),Coverage (expected 92.0%),Coverage (expected 93.0%),Coverage (expected 94.0%),Coverage (expected 95.0%),Coverage (expected 96.0%),Coverage (expected 97.0%),Coverage (expected 98.0%),Coverage (expected 99.0%)
bike,CQR Net,7,0.04,,1.3649416510396295,,,,,,96.2809917355372,,,
bike,CQR Net,6,0.04,,1.5037387656159118,,,,,,96.87786960514234,,,
bike,CQR Net,5,0.04,,1.5181358513431715,,,,,,95.73002754820936,,,
bike,CQR Net,4,0.04,,1.4086683674230556,,,,,,95.45454545454544,,,
bike,CQR Net,3,0.04,,1.5728269956657053,,,,,,95.77594123048668,,,
bike,CQR Net,2,0.04,,1.6177354824435928,,,,,,96.00550964187327,,,
bike,CQR Net,1,0.04,,1.493507559561317,,,,,,95.77594123048668,,,
bike,CQR Net,0,0.04,,2.0137907117318714,,,,,,96.0514233241506,,,
bike,CQR Net,19,0.03,,1.6659489777674634,,,,,,,97.2451790633609,,
bike,CQR Net,18,0.03,,1.6699755545654245,,,,,,,96.96969696969695,,
bike,CQR Net,17,0.03,,1.5104169706087918,,,,,,,96.96969696969695,,
bike,CQR Net,16,0.03,,1.5891096107695932,,,,,,,96.37281910009182,,
bike,CQR Net,15,0.03,,1.5016545747450396,,,,,,,97.2451790633609,,
bike,CQR Net,14,0.03,,1.6082599676993254,,,,,,,97.15335169880623,,
bike,CQR Net,13,0.03,,1.6403914863351456,,,,,,,97.61248852157944,,
bike,CQR Net,12,0.03,,1.7019085530910036,,,,,,,96.2809917355372,,
bike,CQR Net,11,0.03,,1.7779148201585582,,,,,,,96.41873278236916,,
bike,CQR Net,10,0.03,,1.7908888280073556,,,,,,,97.10743801652892,,
bike,CQR Net,9,0.03,,1.7014734991223197,,,,,,,96.32690541781452,,
bike,CQR Net,8,0.03,,1.439788879875412,,,,,,,97.10743801652892,,
bike,CQR Net,7,0.03,,1.6314755731456398,,,,,,,96.96969696969695,,
bike,CQR Net,6,0.03,,2.0228665538031274,,,,,,,96.96969696969695,,
bike,CQR Net,5,0.03,,1.5623330175363492,,,,,,,97.47474747474747,,
bike,CQR Net,4,0.03,,1.5954381460255511,,,,,,,97.10743801652892,,
bike,CQR Net,3,0.03,,1.659982222678008,,,,,,,97.0156106519743,,
bike,CQR Net,2,0.03,,1.570431832802252,,,,,,,96.7860422405877,,
bike,CQR Net,1,0.03,,1.6675303518845672,,,,,,,97.2910927456382,,
bike,CQR Net,0,0.03,,1.5392488254288927,,,,,,,96.92378328741964,,
bike,CQR Net,19,0.02,,1.6850242949320948,,,,,,,,98.07162534435264,
bike,CQR Net,18,0.02,,1.865633308136288,,,,,,,,98.16345270890724,
bike,CQR Net,17,0.02,,2.709860012735924,,,,,,,,97.93388429752066,
bike,CQR Net,16,0.02,,1.7669689504549857,,,,,,,,97.97979797979798,
bike,CQR Net,15,0.02,,2.301182895625152,,,,,,,,98.20936639118456,
bike,CQR Net,14,0.02,,1.9956273134381752,,,,,,,,98.20936639118456,
bike,CQR Net,13,0.02,,1.841281209106593,,,,,,,,98.20936639118456,
bike,CQR Net,12,0.02,,1.950038758447758,,,,,,,,97.75022956841138,
bike,CQR Net,11,0.02,,1.785852619978754,,,,,,,,97.84205693296605,
bike,CQR Net,10,0.02,,1.888770212613464,,,,,,,,98.39302112029384,
bike,CQR Net,9,0.02,,1.966284615260269,,,,,,,,97.84205693296605,
bike,CQR Net,8,0.02,,1.6922701724503049,,,,,,,,97.93388429752066,
bike,CQR Net,7,0.02,,1.7990267672648703,,,,,,,,97.84205693296605,
bike,CQR Net,6,0.02,,1.824937372032683,,,,,,,,98.43893480257115,
bike,CQR Net,5,0.02,,1.8836623207632623,,,,,,,,98.16345270890724,
bike,CQR Net,4,0.02,,1.6754430140410546,,,,,,,,98.25528007346188,
bike,CQR Net,3,0.02,,1.742498643314885,,,,,,,,98.20936639118456,
bike,CQR Net,2,0.02,,1.6996852071601745,,,,,,,,97.75022956841138,
bike,CQR Net,1,0.02,,1.942997472968784,,,,,,,,97.93388429752066,
bike,CQR Net,0,0.02,,3.1064913970126646,,,,,,,,97.97979797979798,
bike,CQR Net,19,0.01,,2.356332448772963,,,,,,,,,99.63269054178146
bike,CQR Net,18,0.01,,2.34278514449843,,,,,,,,,99.17355371900828
bike,CQR Net,17,0.01,,2.263442775397925,,,,,,,,,98.66850321395776
bike,CQR Net,16,0.01,,2.699536721169935,,,,,,,,,99.0358126721763
bike,CQR Net,15,0.01,,2.3668926099265684,,,,,,,,,99.44903581267218
bike,CQR Net,14,0.01,,2.6114332607311868,,,,,,,,,99.2653810835629
bike,CQR Net,13,0.01,,2.417058670860813,,,,,,,,,99.17355371900828
bike,CQR Net,12,0.01,,2.048616715165537,,,,,,,,,98.48484848484848
bike,CQR Net,11,0.01,,2.6873472298587835,,,,,,,,,98.89807162534436
bike,CQR Net,10,0.01,,2.1248087585173354,,,,,,,,,99.21946740128558
bike,CQR Net,9,0.01,,2.1654151154761574,,,,,,,,,99.31129476584022
bike,CQR Net,8,0.01,,2.397150487410669,,,,,,,,,98.989898989899
bike,CQR Net,7,0.01,,2.223526129737681,,,,,,,,,97.75022956841138
bike,CQR Net,6,0.01,,2.287433041581205,,,,,,,,,98.89807162534436
bike,CQR Net,5,0.01,,2.0181218778434027,,,,,,,,,98.989898989899
bike,CQR Net,4,0.01,,2.199737293593252,,,,,,,,,99.12764003673097
bike,CQR Net,3,0.01,,2.200437766088462,,,,,,,,,99.0358126721763
bike,CQR Net,2,0.01,,2.973500179036207,,,,,,,,,99.0358126721763
bike,CQR Net,1,0.01,,2.101636331659379,,,,,,,,,99.44903581267218
bike,CQR Net,0,0.01,,2.1974121216488736,,,,,,,,,98.989898989899
bike,LWA-Net,19,0.01,,1.796728994127763,,,,,,,,,98.62258953168045
bike,LWA-Net,18,0.01,,1.9345349229622504,,,,,,,,,98.89807162534436
bike,LWA-Net,17,0.01,,1.921904741802669,,,,,,,,,99.12764003673097
bike,LWA-Net,16,0.01,,1.9545225988046409,,,,,,,,,98.89807162534436
bike,LWA-Net,15,0.01,,1.9391052453591395,,,,,,,,,99.12764003673097
bike,LWA-Net,14,0.01,,2.1682088848261576,,,,,,,,,98.94398530762167
bike,LWA-Net,13,0.01,,1.934446367479628,,,,,,,,,98.94398530762167
bike,LWA-Net,12,0.01,,2.0292242215202285,,,,,,,,,98.85215794306704
bike,LWA-Net,11,0.01,,1.886720025702401,,,,,,,,,98.48484848484848
bike,LWA-Net,10,0.01,,2.213428814945053,,,,,,,,,99.12764003673097
bike,LWA-Net,9,0.01,,1.9250529299732173,,,,,,,,,98.94398530762167
bike,LWA-Net,8,0.01,,2.2649831184493063,,,,,,,,,98.80624426078973
bike,LWA-Net,7,0.01,,1.853649776132608,,,,,,,,,99.12764003673097
bike,LWA-Net,6,0.01,,2.0036023365243025,,,,,,,,,99.08172635445362
bike,LWA-Net,5,0.01,,2.570682455596572,,,,,,,,,99.35720844811756
bike,LWA-Net,4,0.01,,2.404744741004867,,,,,,,,,99.31129476584022
bike,LWA-Net,3,0.01,,2.129175545297105,,,,,,,,,98.89807162534436
bike,LWA-Net,2,0.01,,2.03913310355754,,,,,,,,,99.31129476584022
bike,LWA-Net,1,0.01,,1.9545643352642588,,,,,,,,,99.08172635445362
bike,LWA-Net,0,0.01,,2.2197441708662566,,,,,,,,,98.85215794306704
bike,LWA-Net,19,0.1,89.8989898989899,0.9475720106077588,,,,,,,,,
bike,LWA-Net,18,0.1,89.39393939393939,0.9110068589845746,,,,,,,,,
bike,LWA-Net,17,0.1,89.99081726354453,0.9323887017694934,,,,,,,,,
bike,LWA-Net,16,0.1,89.30211202938476,1.081314408431587,,,,,,,,,
bike,LWA-Net,15,0.1,89.85307621671258,1.0164005348135616,,,,,,,,,
bike,LWA-Net,14,0.1,89.99081726354453,0.8975531695473895,,,,,,,,,
bike,LWA-Net,13,0.1,90.08264462809916,1.1151042680561378,,,,,,,,,
bike,LWA-Net,12,0.1,88.38383838383838,0.9068993991625705,,,,,,,,,
bike,LWA-Net,11,0.1,89.71533516988063,1.0007274151737806,,,,,,,,,
bike,LWA-Net,10,0.1,89.62350780532599,1.018776405612956,,,,,,,,,
bike,LWA-Net,9,0.1,88.79706152433425,0.9471758483123134,,,,,,,,,
bike,LWA-Net,8,0.1,90.03673094582186,0.8664843087538707,,,,,,,,,
bike,LWA-Net,7,0.1,89.99081726354453,0.8358672465530418,,,,,,,,,
bike,LWA-Net,6,0.1,88.9348025711662,1.0945776497433777,,,,,,,,,
bike,LWA-Net,5,0.1,90.77134986225896,1.1050593491346057,,,,,,,,,
bike,LWA-Net,4,0.1,90.49586776859503,0.8743913663539239,,,,,,,,,
bike,LWA-Net,3,0.1,90.67952249770433,1.1543193525396105,,,,,,,,,
bike,LWA-Net,2,0.1,91.73553719008264,0.9932914313760178,,,,,,,,,
bike,LWA-Net,1,0.1,89.07254361799816,0.9260198276411292,,,,,,,,,
bike,LWA-Net,0,0.1,88.84297520661157,0.8841000805490055,,,,,,,,,
bike,LWA-Net,19,0.09,,0.93222565158408,92.47015610651974,,,,,,,,
bike,LWA-Net,18,0.09,,0.9146556569258208,89.21028466483011,,,,,,,,
bike,LWA-Net,17,0.09,,0.9791459535018526,91.82736455463728,,,,,,,,
bike,LWA-Net,16,0.09,,0.907186267734997,89.94490358126723,,,,,,,,
bike,LWA-Net,15,0.09,,0.9777537105319366,90.81726354453627,,,,,,,,
bike,LWA-Net,14,0.09,,0.9648847886052452,90.72543617998164,,,,,,,,
bike,LWA-Net,13,0.09,,1.1171461703671404,91.1386593204775,,,,,,,,
bike,LWA-Net,12,0.09,,0.9046257923847224,88.56749311294766,,,,,,,,
bike,LWA-Net,11,0.09,,0.8796412975923308,91.09274563820018,,,,,,,,
bike,LWA-Net,10,0.09,,1.000562152932197,91.09274563820018,,,,,,,,
bike,LWA-Net,9,0.09,,1.2256332142047646,89.94490358126723,,,,,,,,
bike,LWA-Net,8,0.09,,0.8928810841539879,90.40404040404042,,,,,,,,
bike,LWA-Net,7,0.09,,0.9247988210674598,90.67952249770433,,,,,,,,
bike,LWA-Net,6,0.09,,0.9772567727027462,89.99081726354453,,,,,,,,
bike,LWA-Net,5,0.09,,0.9998349327186964,90.54178145087236,,,,,,,,
bike,LWA-Net,4,0.09,,1.0288220398175925,91.23048668503216,,,,,,,,
bike,LWA-Net,3,0.09,,0.9520428420495176,90.49586776859503,,,,,,,,
bike,LWA-Net,2,0.09,,1.0596198833746795,91.09274563820018,,,,,,,,
bike,LWA-Net,1,0.09,,0.9843094144546732,91.3682277318641,,,,,,,,
bike,LWA-Net,0,0.09,,1.0866377055508156,90.35812672176309,,,,,,,,
bike,LWA-Net,19,0.08,,1.0102912466887546,,91.8732782369146,,,,,,,
bike,LWA-Net,18,0.08,,1.0681515081081785,,91.59779614325068,,,,,,,
bike,LWA-Net,17,0.08,,1.0864260045040135,,92.6078971533517,,,,,,,
bike,LWA-Net,16,0.08,,0.9348122929184396,,92.19467401285584,,,,,,,
bike,LWA-Net,15,0.08,,1.1837498340901087,,92.65381083562902,,,,,,,
bike,LWA-Net,14,0.08,,1.003395328665951,,91.91919191919192,,,,,,,
bike,LWA-Net,13,0.08,,1.182551094685759,,92.79155188246098,,,,,,,
bike,LWA-Net,12,0.08,,1.1422887410800922,,91.73553719008264,,,,,,,
bike,LWA-Net,11,0.08,,1.0170967242175062,,91.68962350780532,,,,,,,
bike,LWA-Net,10,0.08,,1.1673237060986057,,92.14876033057853,,,,,,,
bike,LWA-Net,9,0.08,,1.0317361894430537,,91.78145087235995,,,,,,,
bike,LWA-Net,8,0.08,,0.9789564074235184,,92.24058769513314,,,,,,,
bike,LWA-Net,7,0.08,,1.1549790766127783,,91.73553719008264,,,,,,,
bike,LWA-Net,6,0.08,,1.019639103503212,,91.46005509641874,,,,,,,
bike,LWA-Net,5,0.08,,1.0758331210632133,,92.92929292929291,,,,,,,
bike,LWA-Net,4,0.08,,1.0670212539403785,,91.91919191919192,,,,,,,
bike,LWA-Net,3,0.08,,1.0144921218269976,,91.82736455463728,,,,,,,
bike,LWA-Net,2,0.08,,1.028258538590291,,92.1028466483012,,,,,,,
bike,LWA-Net,1,0.08,,1.0281638187399909,,90.8631772268136,,,,,,,
bike,LWA-Net,0,0.08,,0.9888808709852348,,91.27640036730946,,,,,,,
bike,LWA-Net,19,0.07,,1.0198382256369565,,,93.38842975206612,,,,,,
bike,LWA-Net,18,0.07,,1.11234768261129,,,93.3425160697888,,,,,,
bike,LWA-Net,17,0.07,,1.1948489993639613,,,92.97520661157024,,,,,,
bike,LWA-Net,16,0.07,,1.1280821562463312,,,92.01101928374656,,,,,,
bike,LWA-Net,15,0.07,,0.9635495757624248,,,92.14876033057853,,,,,,
bike,LWA-Net,14,0.07,,1.2409069685007148,,,93.48025711662076,,,,,,
bike,LWA-Net,13,0.07,,1.0804952429906831,,,95.0413223140496,,,,,,
bike,LWA-Net,12,0.07,,1.2110988815598145,,,91.3682277318641,,,,,,
bike,LWA-Net,11,0.07,,1.1122750788311329,,,93.1129476584022,,,,,,
bike,LWA-Net,10,0.07,,1.1155812494436244,,,93.29660238751148,,,,,,
bike,LWA-Net,9,0.07,,1.0389048525459783,,,91.59779614325068,,,,,,
bike,LWA-Net,8,0.07,,1.0639117865646182,,,92.47015610651974,,,,,,
bike,LWA-Net,7,0.07,,1.0556496418773087,,,92.92929292929291,,,,,,
bike,LWA-Net,6,0.07,,1.0156737832135296,,,91.78145087235995,,,,,,
bike,LWA-Net,5,0.07,,1.197277455700987,,,93.3425160697888,,,,,,
bike,LWA-Net,4,0.07,,1.1093968120707187,,,92.51606978879708,,,,,,
bike,LWA-Net,3,0.07,,1.1175320032604306,,,93.02112029384756,,,,,,
bike,LWA-Net,2,0.07,,1.0562711733472905,,,93.70982552800736,,,,,,
bike,LWA-Net,1,0.07,,1.067848037781247,,,92.74563820018363,,,,,,
bike,LWA-Net,0,0.07,,1.018070956296993,,,93.80165289256198,,,,,,
bike,LWA-Net,19,0.06,,1.0802432831883075,,,,94.76584022038568,,,,,
bike,LWA-Net,18,0.06,,1.5427002599608253,,,,93.61799816345273,,,,,
bike,LWA-Net,17,0.06,,1.426492321312674,,,,94.5821854912764,,,,,
bike,LWA-Net,16,0.06,,1.07782681499111,,,,93.43434343434345,,,,,
bike,LWA-Net,15,0.06,,1.0789767088004216,,,,93.89348025711662,,,,,
bike,LWA-Net,14,0.06,,1.3033465802861093,,,,95.13314967860424,,,,,
bike,LWA-Net,13,0.06,,1.315428593020657,,,,95.0413223140496,,,,,
bike,LWA-Net,12,0.06,,1.5092238686137291,,,,93.61799816345273,,,,,
bike,LWA-Net,11,0.06,,1.1293319438723548,,,,93.75573921028466,,,,,
bike,LWA-Net,10,0.06,,1.4712845485373525,,,,93.48025711662076,,,,,
bike,LWA-Net,9,0.06,,1.2611835558511335,,,,92.92929292929291,,,,,
bike,LWA-Net,8,0.06,,1.0980517346620615,,,,94.3526170798898,,,,,
bike,LWA-Net,7,0.06,,1.108600081735666,,,,93.66391184573004,,,,,
bike,LWA-Net,6,0.06,,1.064414804265984,,,,93.25068870523415,,,,,
bike,LWA-Net,5,0.06,,1.131543869633293,,,,94.44444444444444,,,,,
bike,LWA-Net,4,0.06,,1.07524795245971,,,,93.02112029384756,,,,,
bike,LWA-Net,3,0.06,,1.1473380886634026,,,,93.66391184573004,,,,,
bike,LWA-Net,2,0.06,,1.2732795598832043,,,,94.99540863177228,,,,,
bike,LWA-Net,1,0.06,,1.1288182636649375,,,,93.80165289256198,,,,,
bike,LWA-Net,0,0.06,,1.113444585825211,,,,93.15886134067952,,,,,
bike,LWA-Net,19,0.05,,1.2413569032133338,,,,,94.811753902663,,,,
bike,LWA-Net,18,0.05,,1.3582409412674503,,,,,95.13314967860424,,,,
bike,LWA-Net,17,0.05,,1.6172909807444604,,,,,95.27089072543616,,,,
bike,LWA-Net,16,0.05,,1.199829625788498,,,,,94.3526170798898,,,,
bike,LWA-Net,15,0.05,,1.193488440230913,,,,,95.63820018365472,,,,
bike,LWA-Net,14,0.05,,1.4139133095724168,,,,,96.00550964187327,,,,
bike,LWA-Net,13,0.05,,1.376904244603088,,,,,95.68411386593203,,,,
bike,LWA-Net,12,0.05,,1.27004932359723,,,,,94.3526170798898,,,,
bike,LWA-Net,11,0.05,,1.1621722714031326,,,,,95.68411386593203,,,,
