name,method,seed,Significance,Coverage (expected 90.0%),Avg. Length,Coverage (expected 91.0%),Coverage (expected 92.0%),Coverage (expected 93.0%),Coverage (expected 94.0%),Coverage (expected 95.0%),Coverage (expected 96.0%),Coverage (expected 97.0%),Coverage (expected 98.0%),Coverage (expected 99.0%)
bike,LWA-Net,10,0.05,,1.500944781312984,,,,,95.27089072543616,,,,
bike,LWA-Net,9,0.05,,1.1991657632470638,,,,,94.44444444444444,,,,
bike,LWA-Net,8,0.05,,1.170495657744596,,,,,94.811753902663,,,,
bike,LWA-Net,7,0.05,,1.2849611190683914,,,,,94.12304866850322,,,,
bike,LWA-Net,6,0.05,,1.1925531228280757,,,,,94.16896235078052,,,,
bike,LWA-Net,5,0.05,,1.200070304180349,,,,,95.63820018365472,,,,
bike,LWA-Net,4,0.05,,1.2468517262238883,,,,,95.45454545454544,,,,
bike,LWA-Net,3,0.05,,1.3722500966825926,,,,,94.90358126721765,,,,
bike,LWA-Net,2,0.05,,1.340352905231731,,,,,95.40863177226814,,,,
bike,LWA-Net,1,0.05,,1.1572517865825755,,,,,94.26078971533516,,,,
bike,LWA-Net,0,0.05,,1.1564572700996318,,,,,94.71992653810835,,,,
bike,LWA-Net,19,0.04,,1.2876531748140454,,,,,,95.91368227731864,,,
bike,LWA-Net,18,0.04,,1.4416581602755136,,,,,,95.95959595959596,,,
bike,LWA-Net,17,0.04,,1.59962253504124,,,,,,96.2809917355372,,,
bike,LWA-Net,16,0.04,,1.6940336254715262,,,,,,95.73002754820936,,,
bike,LWA-Net,15,0.04,,1.577904659649229,,,,,,96.51056014692378,,,
bike,LWA-Net,14,0.04,,2.019911107055576,,,,,,95.95959595959596,,,
bike,LWA-Net,13,0.04,,1.358036307571841,,,,,,96.37281910009182,,,
bike,LWA-Net,12,0.04,,1.3089979472984898,,,,,,95.40863177226814,,,
bike,LWA-Net,11,0.04,,1.3496223855267653,,,,,,96.74012855831036,,,
bike,LWA-Net,10,0.04,,1.3974997213057303,,,,,,96.09733700642792,,,
bike,LWA-Net,9,0.04,,1.333491577461526,,,,,,94.94949494949496,,,
bike,LWA-Net,8,0.04,,1.2881623219811555,,,,,,95.50045913682276,,,
bike,LWA-Net,7,0.04,,1.323080904833131,,,,,,95.17906336088154,,,
bike,LWA-Net,6,0.04,,1.3563205048311897,,,,,,96.2809917355372,,,
bike,LWA-Net,5,0.04,,1.252968763770096,,,,,,96.46464646464646,,,
bike,LWA-Net,4,0.04,,1.3343652340799872,,,,,,96.2809917355372,,,
bike,LWA-Net,3,0.04,,1.4663592085782764,,,,,,96.09733700642792,,,
bike,LWA-Net,2,0.04,,1.456740861284804,,,,,,95.63820018365472,,,
bike,LWA-Net,1,0.04,,1.2517714459915996,,,,,,95.50045913682276,,,
bike,LWA-Net,0,0.04,,1.3948472719690852,,,,,,96.6023875114784,,,
bike,LWA-Net,19,0.03,,1.4705414913553674,,,,,,,96.7860422405877,,
bike,LWA-Net,18,0.03,,1.5643533409887,,,,,,,96.87786960514234,,
bike,LWA-Net,17,0.03,,1.5260097274609778,,,,,,,96.831955922865,,
bike,LWA-Net,16,0.03,,1.4549196588783715,,,,,,,96.74012855831036,,
bike,LWA-Net,15,0.03,,1.6299595212424045,,,,,,,97.0156106519743,,
bike,LWA-Net,14,0.03,,1.489745736898661,,,,,,,97.15335169880623,,
bike,LWA-Net,13,0.03,,1.5877013266551812,,,,,,,97.19926538108356,,
bike,LWA-Net,12,0.03,,1.6821349947563653,,,,,,,96.32690541781452,,
bike,LWA-Net,11,0.03,,1.4149617314701293,,,,,,,96.7860422405877,,
bike,LWA-Net,10,0.03,,1.6616846566782073,,,,,,,97.0156106519743,,
bike,LWA-Net,9,0.03,,1.6938806880056805,,,,,,,96.09733700642792,,
bike,LWA-Net,8,0.03,,1.4846325513177283,,,,,,,96.41873278236916,,
bike,LWA-Net,7,0.03,,1.7234061390462547,,,,,,,96.6023875114784,,
bike,LWA-Net,6,0.03,,1.4651924322390906,,,,,,,96.92378328741964,,
bike,LWA-Net,5,0.03,,1.597761403721363,,,,,,,97.84205693296605,,
bike,LWA-Net,4,0.03,,1.3088920621271525,,,,,,,96.2809917355372,,
bike,LWA-Net,3,0.03,,1.6373930849901188,,,,,,,97.15335169880623,,
bike,LWA-Net,2,0.03,,1.4844993694922293,,,,,,,97.2910927456382,,
bike,LWA-Net,1,0.03,,1.5457497671027596,,,,,,,96.92378328741964,,
bike,LWA-Net,0,0.03,,1.5473016449913068,,,,,,,97.65840220385677,,
bike,LWA-Net,19,0.02,,1.596985109634458,,,,,,,,98.16345270890724,
bike,LWA-Net,18,0.02,,1.650683687043721,,,,,,,,97.52066115702479,
bike,LWA-Net,17,0.02,,2.0665832423049992,,,,,,,,98.43893480257117,
bike,LWA-Net,16,0.02,,1.5156215599821872,,,,,,,,97.19926538108356,
bike,LWA-Net,15,0.02,,1.8676589282282565,,,,,,,,98.07162534435263,
bike,LWA-Net,14,0.02,,1.6100319764180036,,,,,,,,96.92378328741965,
bike,LWA-Net,13,0.02,,1.8005640399227512,,,,,,,,98.25528007346189,
bike,LWA-Net,12,0.02,,1.6693603116642646,,,,,,,,97.75022956841138,
bike,LWA-Net,11,0.02,,1.804414202465143,,,,,,,,98.11753902662994,
bike,LWA-Net,10,0.02,,2.0815692823465755,,,,,,,,97.97979797979798,
bike,LWA-Net,9,0.02,,1.7297182829479307,,,,,,,,98.16345270890724,
bike,LWA-Net,8,0.02,,1.764114179852854,,,,,,,,97.75022956841138,
bike,LWA-Net,7,0.02,,1.6444228366633091,,,,,,,,97.38292011019284,
bike,LWA-Net,6,0.02,,1.6490099022149547,,,,,,,,98.20936639118457,
bike,LWA-Net,5,0.02,,1.5130842946062704,,,,,,,,98.48484848484848,
bike,LWA-Net,4,0.02,,2.0236509245682655,,,,,,,,97.70431588613407,
bike,LWA-Net,3,0.02,,1.7693931307948105,,,,,,,,97.88797061524335,
bike,LWA-Net,2,0.02,,1.5874691221886976,,,,,,,,98.48484848484848,
bike,LWA-Net,1,0.02,,1.742446580987263,,,,,,,,97.88797061524335,
bike,LWA-Net,0,0.02,,1.630988052612576,,,,,,,,97.84205693296603,
