name,method,seed,Significance,Coverage (expected 90.0%),Avg. Length,Coverage (expected 92.5%),Coverage (expected 95.0%),Coverage (expected 97.5%)
concrete,CQR Net,5,0.025,,0.8328813377008276,,,96.60194174757282
concrete,CQR Net,4,0.025,,0.7122688671049563,,,97.0873786407767
concrete,CQR Net,3,0.025,,0.7939598990007511,,,98.54368932038837
concrete,CQR Net,2,0.025,,0.8776545184257539,,,97.0873786407767
concrete,CQR Net,1,0.025,,0.8439869964585721,,,97.5728155339806
concrete,CQR Net,0,0.025,,0.8566665107981094,,,97.0873786407767
concrete,LWA-Net,19,0.025,,0.8334446115401185,,,97.57281553398059
concrete,LWA-Net,18,0.025,,0.9873987256901936,,,98.05825242718447
concrete,LWA-Net,17,0.025,,0.7608397502126625,,,98.05825242718447
concrete,LWA-Net,16,0.025,,0.8621621719263133,,,96.11650485436894
concrete,LWA-Net,15,0.025,,0.9140618289413961,,,99.51456310679612
concrete,LWA-Net,14,0.025,,0.7772296156047038,,,96.11650485436894
concrete,LWA-Net,13,0.025,,0.8671766037067163,,,98.05825242718447
concrete,LWA-Net,12,0.025,,0.9126621447503567,,,98.05825242718447
concrete,LWA-Net,11,0.025,,0.9236861308222836,,,99.51456310679612
concrete,LWA-Net,10,0.025,,0.7954575202418762,,,97.57281553398059
concrete,LWA-Net,9,0.025,,0.7312285657067901,,,99.02912621359224
concrete,LWA-Net,8,0.025,,0.78027085185919,,,96.60194174757282
concrete,LWA-Net,7,0.025,,0.7110221738954192,,,96.60194174757282
concrete,LWA-Net,6,0.025,,0.9701892405893039,,,97.57281553398059
concrete,LWA-Net,5,0.025,,0.8490534568006552,,,97.0873786407767
concrete,LWA-Net,4,0.025,,0.8330784503696034,,,95.63106796116504
concrete,LWA-Net,3,0.025,,0.8856988894273934,,,98.54368932038835
concrete,LWA-Net,2,0.025,,0.862014652094216,,,99.51456310679612
concrete,LWA-Net,1,0.025,,0.8024070234698,,,97.57281553398059
concrete,LWA-Net,0,0.025,,0.9063921563544319,,,97.0873786407767
